"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"06/16/2022","AQS","371190041","4","19","ug/m3 SC","18","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/17/2022","AQS","371190041","4","19","ug/m3 SC","18","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/18/2022","AQS","371190041","4","13","ug/m3 SC","12","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/19/2022","AQS","371190041","4","7","ug/m3 SC","6","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/20/2022","AQS","371190041","4","14","ug/m3 SC","13","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/21/2022","AQS","371190041","4","18","ug/m3 SC","17","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/22/2022","AQS","371190041","4","21","ug/m3 SC","19","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/23/2022","AQS","371190041","4","19","ug/m3 SC","18","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/24/2022","AQS","371190041","4","13","ug/m3 SC","12","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/25/2022","AQS","371190041","4","13","ug/m3 SC","12","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/26/2022","AQS","371190041","4","16","ug/m3 SC","15","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/27/2022","AQS","371190041","4","13","ug/m3 SC","12","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/28/2022","AQS","371190041","4","15","ug/m3 SC","14","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/29/2022","AQS","371190041","4","10","ug/m3 SC","9","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/30/2022","AQS","371190041","4","9","ug/m3 SC","8","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/01/2022","AQS","371190041","4","5","ug/m3 SC","5","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/02/2022","AQS","371190041","4","7","ug/m3 SC","6","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/03/2022","AQS","371190041","4","11","ug/m3 SC","10","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/04/2022","AQS","371190041","4","26","ug/m3 SC","24","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/05/2022","AQS","371190041","4","23","ug/m3 SC","21","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/07/2022","AQS","371190041","4","12","ug/m3 SC","11","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/08/2022","AQS","371190041","4","13","ug/m3 SC","12","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/09/2022","AQS","371190041","4","8","ug/m3 SC","7","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/10/2022","AQS","371190041","4","4","ug/m3 SC","4","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/11/2022","AQS","371190041","4","11","ug/m3 SC","10","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/12/2022","AQS","371190041","4","10","ug/m3 SC","9","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/13/2022","AQS","371190041","4","9","ug/m3 SC","8","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/14/2022","AQS","371190041","4","12","ug/m3 SC","11","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/15/2022","AQS","371190041","4","18","ug/m3 SC","17","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/16/2022","AQS","371190041","4","14","ug/m3 SC","13","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/17/2022","AQS","371190041","4","13","ug/m3 SC","12","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/18/2022","AQS","371190041","4","9","ug/m3 SC","8","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/19/2022","AQS","371190041","4","10","ug/m3 SC","9","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/20/2022","AQS","371190041","4","15","ug/m3 SC","14","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/21/2022","AQS","371190041","4","11","ug/m3 SC","10","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/22/2022","AQS","371190041","4","17","ug/m3 SC","16","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/23/2022","AQS","371190041","4","16","ug/m3 SC","15","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/24/2022","AQS","371190041","4","11","ug/m3 SC","10","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/25/2022","AQS","371190041","4","11","ug/m3 SC","10","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/26/2022","AQS","371190041","4","9","ug/m3 SC","8","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/27/2022","AQS","371190041","4","12","ug/m3 SC","11","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/28/2022","AQS","371190041","4","14","ug/m3 SC","13","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/29/2022","AQS","371190041","4","11","ug/m3 SC","10","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/30/2022","AQS","371190041","4","14","ug/m3 SC","13","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/31/2022","AQS","371190041","4","9","ug/m3 SC","8","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/01/2022","AQS","371190041","4","9","ug/m3 SC","8","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/02/2022","AQS","371190041","4","14","ug/m3 SC","13","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/03/2022","AQS","371190041","4","16","ug/m3 SC","15","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/04/2022","AQS","371190041","4","15","ug/m3 SC","14","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/05/2022","AQS","371190041","4","10","ug/m3 SC","9","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/06/2022","AQS","371190041","4","9","ug/m3 SC","8","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/07/2022","AQS","371190041","4","7","ug/m3 SC","6","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/08/2022","AQS","371190041","4","9","ug/m3 SC","8","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/09/2022","AQS","371190041","4","10","ug/m3 SC","9","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/10/2022","AQS","371190041","4","11","ug/m3 SC","10","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/11/2022","AQS","371190041","4","9","ug/m3 SC","8","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/12/2022","AQS","371190041","4","12","ug/m3 SC","11","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/13/2022","AQS","371190041","4","12","ug/m3 SC","11","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/14/2022","AQS","371190041","4","12","ug/m3 SC","11","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/15/2022","AQS","371190041","4","15","ug/m3 SC","14","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/16/2022","AQS","371190041","4","11","ug/m3 SC","10","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/17/2022","AQS","371190041","4","15","ug/m3 SC","14","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/18/2022","AQS","371190041","4","15","ug/m3 SC","14","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/19/2022","AQS","371190041","4","9","ug/m3 SC","8","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/20/2022","AQS","371190041","4","9","ug/m3 SC","8","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/21/2022","AQS","371190041","4","6","ug/m3 SC","6","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/22/2022","AQS","371190041","4","12","ug/m3 SC","11","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/23/2022","AQS","371190041","4","13","ug/m3 SC","12","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/24/2022","AQS","371190041","4","14","ug/m3 SC","13","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/25/2022","AQS","371190041","4","14","ug/m3 SC","13","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/26/2022","AQS","371190041","4","11","ug/m3 SC","10","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/27/2022","AQS","371190041","4","16","ug/m3 SC","15","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/28/2022","AQS","371190041","4","17","ug/m3 SC","16","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/29/2022","AQS","371190041","4","9","ug/m3 SC","8","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/30/2022","AQS","371190041","4","8","ug/m3 SC","7","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"08/31/2022","AQS","371190041","4","14","ug/m3 SC","13","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/01/2022","AQS","371190041","4","15","ug/m3 SC","14","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/02/2022","AQS","371190041","4","17","ug/m3 SC","16","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/03/2022","AQS","371190041","4","15","ug/m3 SC","14","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/04/2022","AQS","371190041","4","10","ug/m3 SC","9","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/05/2022","AQS","371190041","4","7","ug/m3 SC","6","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/06/2022","AQS","371190041","4","8","ug/m3 SC","7","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/07/2022","AQS","371190041","4","11","ug/m3 SC","10","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/08/2022","AQS","371190041","4","8","ug/m3 SC","7","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/09/2022","AQS","371190041","4","13","ug/m3 SC","12","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/10/2022","AQS","371190041","4","7","ug/m3 SC","6","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/11/2022","AQS","371190041","4","7","ug/m3 SC","6","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/12/2022","AQS","371190041","4","9","ug/m3 SC","8","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/13/2022","AQS","371190041","4","14","ug/m3 SC","13","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/14/2022","AQS","371190041","4","12","ug/m3 SC","11","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/15/2022","AQS","371190041","4","14","ug/m3 SC","13","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/16/2022","AQS","371190041","4","21","ug/m3 SC","19","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/17/2022","AQS","371190041","4","27","ug/m3 SC","25","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/18/2022","AQS","371190041","4","15","ug/m3 SC","14","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/19/2022","AQS","371190041","4","21","ug/m3 SC","19","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/20/2022","AQS","371190041","4","22","ug/m3 SC","20","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/21/2022","AQS","371190041","4","19","ug/m3 SC","18","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/22/2022","AQS","371190041","4","23","ug/m3 SC","21","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/23/2022","AQS","371190041","4","16","ug/m3 SC","15","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/24/2022","AQS","371190041","4","16","ug/m3 SC","15","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/25/2022","AQS","371190041","4","14","ug/m3 SC","13","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/26/2022","AQS","371190041","4","20","ug/m3 SC","19","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/27/2022","AQS","371190041","4","16","ug/m3 SC","15","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/28/2022","AQS","371190041","4","13","ug/m3 SC","12","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/29/2022","AQS","371190041","4","15","ug/m3 SC","14","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"09/30/2022","AQS","371190041","4","6","ug/m3 SC","6","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"10/01/2022","AQS","371190041","4","2","ug/m3 SC","2","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"10/02/2022","AQS","371190041","4","5","ug/m3 SC","5","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"10/03/2022","AQS","371190041","4","5","ug/m3 SC","5","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"10/04/2022","AQS","371190041","4","9","ug/m3 SC","8","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"10/05/2022","AQS","371190041","4","12","ug/m3 SC","11","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"10/06/2022","AQS","371190041","4","13","ug/m3 SC","12","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"10/07/2022","AQS","371190041","4","21","ug/m3 SC","19","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"10/08/2022","AQS","371190041","4","22","ug/m3 SC","20","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"10/09/2022","AQS","371190041","4","12","ug/m3 SC","11","Garinger High School","1","100.0000","81102","PM10 Total 0-10um STP","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
