"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"05/27/2022","AQS","370670022","1","19","ug/m3 SC","18","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"05/28/2022","AQS","370670022","1","11","ug/m3 SC","10","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"05/29/2022","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"05/30/2022","AQS","370670022","1","20","ug/m3 SC","19","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"05/31/2022","AQS","370670022","1","20","ug/m3 SC","19","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/01/2022","AQS","370670022","1","23","ug/m3 SC","21","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/02/2022","AQS","370670022","1","22","ug/m3 SC","20","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/03/2022","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/04/2022","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/05/2022","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/06/2022","AQS","370670022","1","22","ug/m3 SC","20","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/07/2022","AQS","370670022","1","19","ug/m3 SC","18","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/08/2022","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/09/2022","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/10/2022","AQS","370670022","1","14","ug/m3 SC","13","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/11/2022","AQS","370670022","1","20","ug/m3 SC","19","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/12/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/13/2022","AQS","370670022","1","20","ug/m3 SC","19","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/14/2022","AQS","370670022","1","19","ug/m3 SC","18","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/15/2022","AQS","370670022","1","26","ug/m3 SC","24","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/16/2022","AQS","370670022","1","25","ug/m3 SC","23","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/17/2022","AQS","370670022","1","28","ug/m3 SC","26","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/18/2022","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/19/2022","AQS","370670022","1","10","ug/m3 SC","9","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/20/2022","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/21/2022","AQS","370670022","1","19","ug/m3 SC","18","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/22/2022","AQS","370670022","1","33","ug/m3 SC","31","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/23/2022","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/24/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/25/2022","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/26/2022","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/27/2022","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/28/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/29/2022","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"06/30/2022","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/01/2022","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/02/2022","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/03/2022","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/04/2022","AQS","370670022","1","26","ug/m3 SC","24","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/05/2022","AQS","370670022","1","21","ug/m3 SC","19","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/06/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/07/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/08/2022","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/09/2022","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/10/2022","AQS","370670022","1","9","ug/m3 SC","8","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/11/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/12/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/13/2022","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/14/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/15/2022","AQS","370670022","1","19","ug/m3 SC","18","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/16/2022","AQS","370670022","1","19","ug/m3 SC","18","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/17/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/18/2022","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/19/2022","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/20/2022","AQS","370670022","1","23","ug/m3 SC","21","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/21/2022","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/22/2022","AQS","370670022","1","25","ug/m3 SC","23","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/23/2022","AQS","370670022","1","23","ug/m3 SC","21","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/24/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/25/2022","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/26/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/27/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/28/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/29/2022","AQS","370670022","1","14","ug/m3 SC","13","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/30/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"07/31/2022","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/01/2022","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/02/2022","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/03/2022","AQS","370670022","1","19","ug/m3 SC","18","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/04/2022","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/05/2022","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/06/2022","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/07/2022","AQS","370670022","1","11","ug/m3 SC","10","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/08/2022","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/09/2022","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/10/2022","AQS","370670022","1","14","ug/m3 SC","13","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/11/2022","AQS","370670022","1","11","ug/m3 SC","10","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/12/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/13/2022","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/14/2022","AQS","370670022","1","14","ug/m3 SC","13","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/15/2022","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/16/2022","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/17/2022","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/18/2022","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/19/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/20/2022","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/21/2022","AQS","370670022","1","10","ug/m3 SC","9","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/22/2022","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/23/2022","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/24/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/25/2022","AQS","370670022","1","19","ug/m3 SC","18","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/26/2022","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/27/2022","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/28/2022","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/29/2022","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/30/2022","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"08/31/2022","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/01/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/02/2022","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/03/2022","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/04/2022","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/05/2022","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/06/2022","AQS","370670022","1","11","ug/m3 SC","10","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/07/2022","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/08/2022","AQS","370670022","1","9","ug/m3 SC","8","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/09/2022","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/10/2022","AQS","370670022","1","9","ug/m3 SC","8","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/11/2022","AQS","370670022","1","10","ug/m3 SC","9","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/12/2022","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/13/2022","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/14/2022","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/15/2022","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/16/2022","AQS","370670022","1","23","ug/m3 SC","21","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/17/2022","AQS","370670022","1","22","ug/m3 SC","20","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/18/2022","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/19/2022","AQS","370670022","1","21","ug/m3 SC","19","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/20/2022","AQS","370670022","1","19","ug/m3 SC","18","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/21/2022","AQS","370670022","1","19","ug/m3 SC","18","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/22/2022","AQS","370670022","1","21","ug/m3 SC","19","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/23/2022","AQS","370670022","1","14","ug/m3 SC","13","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/24/2022","AQS","370670022","1","14","ug/m3 SC","13","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/25/2022","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/26/2022","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/27/2022","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/28/2022","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/29/2022","AQS","370670022","1","9","ug/m3 SC","8","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"09/30/2022","AQS","370670022","1","8","ug/m3 SC","7","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.11094","-80.224501"
"01/01/2022","AQS","370810013","3","10","ug/m3 SC","9","Mendenhall School","1","100.0000","81102","PM10 Total 0-10um STP","24660","Greensboro-High Point, NC","37","North Carolina","081","Guilford","36.1090060008986","-79.802314"
"01/02/2022","AQS","370810013","3","4","ug/m3 SC","4","Mendenhall School","1","100.0000","81102","PM10 Total 0-10um STP","24660","Greensboro-High Point, NC","37","North Carolina","081","Guilford","36.1090060008986","-79.802314"
"01/03/2022","AQS","370810013","3","5","ug/m3 SC","5","Mendenhall School","1","100.0000","81102","PM10 Total 0-10um STP","24660","Greensboro-High Point, NC","37","North Carolina","081","Guilford","36.1090060008986","-79.802314"
