"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"05/23/2022","AQS","370270003","1","-0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"05/24/2022","AQS","370270003","1","-0.2","ppb","0","Lenoir (city)","22","92.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"05/25/2022","AQS","370270003","1","-0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"05/26/2022","AQS","370270003","1","-0.3","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"05/27/2022","AQS","370270003","1","-0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"05/28/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"05/29/2022","AQS","370270003","1","-0.1","ppb","0","Lenoir (city)","24","100.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"05/30/2022","AQS","370270003","1","-0.1","ppb","0","Lenoir (city)","24","100.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"05/31/2022","AQS","370270003","1","-0.1","ppb","0","Lenoir (city)","24","100.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/01/2022","AQS","370270003","1","-0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/02/2022","AQS","370270003","1","-0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/03/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/04/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/05/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/06/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","22","92.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/07/2022","AQS","370270003","1","-0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/08/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/09/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/10/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/11/2022","AQS","370270003","1","0.3","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/12/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/13/2022","AQS","370270003","1","0.6","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/14/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/15/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/16/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","21","88.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/17/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/18/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/19/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/20/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","22","92.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/21/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/22/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/23/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/24/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/25/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/26/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/27/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/28/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/29/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"06/30/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/01/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/02/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/03/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/04/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/05/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/06/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/07/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/08/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/09/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/10/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/11/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/12/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/13/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/14/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/15/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/16/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/17/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/18/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","22","92.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/19/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/20/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/21/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/22/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/23/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/24/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/25/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/26/2022","AQS","370270003","1","0.4","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/27/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/28/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/29/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/30/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"07/31/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/01/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/02/2022","AQS","370270003","1","0.7","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/03/2022","AQS","370270003","1","0.6","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/04/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/05/2022","AQS","370270003","1","0.3","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/06/2022","AQS","370270003","1","0.3","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/07/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/08/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/09/2022","AQS","370270003","1","0.5","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/10/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/11/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","22","92.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/12/2022","AQS","370270003","1","0.4","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/13/2022","AQS","370270003","1","0.3","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/14/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/15/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/16/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/17/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/18/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/19/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/20/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/21/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","24","100.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/22/2022","AQS","370270003","1","0.3","ppb","0","Lenoir (city)","24","100.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/23/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","24","100.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/24/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","24","100.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/25/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","24","100.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/26/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/27/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/28/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/29/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/30/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","22","92.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"08/31/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/01/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/02/2022","AQS","370270003","1","0.7","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/03/2022","AQS","370270003","1","0.6","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/04/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/05/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/06/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/07/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/08/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/09/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/10/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/11/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/12/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/13/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/14/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/15/2022","AQS","370270003","1","1.2","ppb","1","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/16/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/17/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/18/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/19/2022","AQS","370270003","1","0","ppb","0","Lenoir (city)","20","83.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/20/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/21/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/22/2022","AQS","370270003","1","0.1","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/23/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/24/2022","AQS","370270003","1","0.2","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
"09/25/2022","AQS","370270003","1","0.8","ppb","0","Lenoir (city)","23","96.0000","42401","Sulfur dioxide","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","027","Caldwell","35.9359000008969","-81.5306"
