"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"04/04/2022","AQS","371190041","1","19.7","ppb","18","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/05/2022","AQS","371190041","1","23.9","ppb","22","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/06/2022","AQS","371190041","1","4.5","ppb","4","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/07/2022","AQS","371190041","1","9.1","ppb","8","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/08/2022","AQS","371190041","1","19.2","ppb","18","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/09/2022","AQS","371190041","1","8.6","ppb","8","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/10/2022","AQS","371190041","1","16.8","ppb","15","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/11/2022","AQS","371190041","1","17.4","ppb","16","Garinger High School","21","88.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/12/2022","AQS","371190041","1","13","ppb","12","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/13/2022","AQS","371190041","1","8.2","ppb","8","Garinger High School","21","88.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/15/2022","AQS","371190041","1","20.3","ppb","19","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/16/2022","AQS","371190041","1","8.1","ppb","8","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/17/2022","AQS","371190041","1","5.6","ppb","5","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/18/2022","AQS","371190041","1","10.2","ppb","9","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/19/2022","AQS","371190041","1","22.9","ppb","21","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/20/2022","AQS","371190041","1","18.1","ppb","17","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/21/2022","AQS","371190041","1","25.4","ppb","24","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/22/2022","AQS","371190041","1","22.5","ppb","21","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/23/2022","AQS","371190041","1","9.8","ppb","8","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/24/2022","AQS","371190041","1","4.5","ppb","4","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/25/2022","AQS","371190041","1","7.9","ppb","7","Garinger High School","19","79.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/26/2022","AQS","371190041","1","8.5","ppb","8","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/27/2022","AQS","371190041","1","11.7","ppb","10","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/28/2022","AQS","371190041","1","23.6","ppb","22","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/29/2022","AQS","371190041","1","20","ppb","19","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"04/30/2022","AQS","371190041","1","6.3","ppb","6","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/01/2022","AQS","371190041","1","4.9","ppb","4","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/02/2022","AQS","371190041","1","6.5","ppb","6","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/03/2022","AQS","371190041","1","6.8","ppb","6","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/04/2022","AQS","371190041","1","17.2","ppb","16","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/05/2022","AQS","371190041","1","14.5","ppb","13","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/06/2022","AQS","371190041","1","6.5","ppb","6","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/07/2022","AQS","371190041","1","4.5","ppb","4","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/08/2022","AQS","371190041","1","3.1","ppb","3","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/09/2022","AQS","371190041","1","15","ppb","14","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/10/2022","AQS","371190041","1","19.9","ppb","18","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/11/2022","AQS","371190041","1","6.3","ppb","6","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/12/2022","AQS","371190041","1","5.1","ppb","5","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/13/2022","AQS","371190041","1","6.6","ppb","6","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/14/2022","AQS","371190041","1","15.6","ppb","14","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/15/2022","AQS","371190041","1","15.4","ppb","14","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/16/2022","AQS","371190041","1","7.3","ppb","7","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/17/2022","AQS","371190041","1","15.4","ppb","14","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/18/2022","AQS","371190041","1","32","ppb","30","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/19/2022","AQS","371190041","1","10.6","ppb","9","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/20/2022","AQS","371190041","1","6.2","ppb","6","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/21/2022","AQS","371190041","1","4","ppb","4","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/22/2022","AQS","371190041","1","6","ppb","6","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/23/2022","AQS","371190041","1","11.7","ppb","10","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/24/2022","AQS","371190041","1","6.7","ppb","6","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/25/2022","AQS","371190041","1","3.6","ppb","3","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/26/2022","AQS","371190041","1","4.1","ppb","4","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/27/2022","AQS","371190041","1","3.5","ppb","3","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/28/2022","AQS","371190041","1","15.7","ppb","14","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/29/2022","AQS","371190041","1","15.4","ppb","14","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/30/2022","AQS","371190041","1","9.3","ppb","8","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"05/31/2022","AQS","371190041","1","14.7","ppb","13","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/01/2022","AQS","371190041","1","14.5","ppb","13","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/02/2022","AQS","371190041","1","23.3","ppb","22","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/03/2022","AQS","371190041","1","13.7","ppb","12","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/04/2022","AQS","371190041","1","15.6","ppb","14","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/05/2022","AQS","371190041","1","8.9","ppb","8","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/06/2022","AQS","371190041","1","19.8","ppb","18","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/07/2022","AQS","371190041","1","3.3","ppb","3","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/08/2022","AQS","371190041","1","7.1","ppb","7","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/09/2022","AQS","371190041","1","6.2","ppb","6","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/10/2022","AQS","371190041","1","12.9","ppb","11","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/11/2022","AQS","371190041","1","6.6","ppb","6","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/12/2022","AQS","371190041","1","6.7","ppb","6","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/13/2022","AQS","371190041","1","16.3","ppb","15","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/14/2022","AQS","371190041","1","18.7","ppb","17","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/15/2022","AQS","371190041","1","19.9","ppb","18","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/16/2022","AQS","371190041","1","6.6","ppb","6","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/17/2022","AQS","371190041","1","11.7","ppb","10","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/18/2022","AQS","371190041","1","10.5","ppb","9","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/19/2022","AQS","371190041","1","10.9","ppb","9","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/20/2022","AQS","371190041","1","14.5","ppb","13","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/21/2022","AQS","371190041","1","19.5","ppb","18","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/22/2022","AQS","371190041","1","28.2","ppb","26","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/23/2022","AQS","371190041","1","11.3","ppb","10","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/24/2022","AQS","371190041","1","13","ppb","12","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/25/2022","AQS","371190041","1","17.8","ppb","16","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/26/2022","AQS","371190041","1","10.9","ppb","9","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/27/2022","AQS","371190041","1","10.2","ppb","9","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/28/2022","AQS","371190041","1","9.1","ppb","8","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/29/2022","AQS","371190041","1","7","ppb","7","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"06/30/2022","AQS","371190041","1","7.6","ppb","7","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/01/2022","AQS","371190041","1","7.4","ppb","7","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/02/2022","AQS","371190041","1","6.4","ppb","6","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/03/2022","AQS","371190041","1","10.9","ppb","9","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/04/2022","AQS","371190041","1","9.9","ppb","8","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/05/2022","AQS","371190041","1","8.7","ppb","8","Garinger High School","19","79.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/07/2022","AQS","371190041","1","7.5","ppb","7","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/08/2022","AQS","371190041","1","10.8","ppb","9","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/09/2022","AQS","371190041","1","4.6","ppb","4","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/10/2022","AQS","371190041","1","2.4","ppb","2","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/11/2022","AQS","371190041","1","5.6","ppb","5","Garinger High School","21","88.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/12/2022","AQS","371190041","1","6.6","ppb","6","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/13/2022","AQS","371190041","1","7.7","ppb","7","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/14/2022","AQS","371190041","1","9.8","ppb","8","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/15/2022","AQS","371190041","1","18.1","ppb","17","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/16/2022","AQS","371190041","1","4.4","ppb","4","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/17/2022","AQS","371190041","1","3.5","ppb","3","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/18/2022","AQS","371190041","1","3","ppb","3","Garinger High School","21","88.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/19/2022","AQS","371190041","1","10.9","ppb","9","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/20/2022","AQS","371190041","1","5.2","ppb","5","Garinger High School","18","75.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/21/2022","AQS","371190041","1","4.1","ppb","4","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/22/2022","AQS","371190041","1","8.3","ppb","8","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/23/2022","AQS","371190041","1","9.2","ppb","8","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/24/2022","AQS","371190041","1","5.8","ppb","5","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/25/2022","AQS","371190041","1","8","ppb","8","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/26/2022","AQS","371190041","1","4.5","ppb","4","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/27/2022","AQS","371190041","1","6.1","ppb","6","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/28/2022","AQS","371190041","1","5.4","ppb","5","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/29/2022","AQS","371190041","1","7.5","ppb","7","Garinger High School","22","92.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
"07/30/2022","AQS","371190041","1","8.7","ppb","8","Garinger High School","24","100.0000","42602","Nitrogen dioxide (NO2)","16740","Charlotte-Concord-Gastonia, NC-SC","37","North Carolina","119","Mecklenburg","35.2401000008895","-80.785683"
